"Sens Factor =-2.434dB, SERNO: 0000000"
"Auto-generated 90-degree calibration file"
802.424	-0.1813
812.413	-0.1760
822.526	-0.1708
832.766	-0.1656
843.133	-0.1604
853.629	-0.1553
864.255	-0.1506
875.014	-0.1462
885.907	-0.1425
896.935	-0.1395
908.101	-0.1374
919.406	-0.1362
930.851	-0.1356
942.439	-0.1360
954.171	-0.1371
966.049	-0.1390
978.076	-0.1420
990.251	-0.1458
1002.579	-0.1502
1015.060	-0.1550
1027.696	-0.1600
1040.489	-0.1650
1053.442	-0.1694
1066.556	-0.1735
1079.833	-0.1771
1093.276	-0.1804
1106.886	-0.1836
1120.665	-0.1868
1134.616	-0.1902
1148.741	-0.1938
1163.041	-0.1976
1177.519	-0.2018
1192.178	-0.2060
1207.019	-0.2103
1222.045	-0.2148
1237.258	-0.2193
1252.660	-0.2234
1268.254	-0.2275
1284.042	-0.2313
1300.027	-0.2348
1316.211	-0.2380
1332.596	-0.2410
1349.185	-0.2437
1365.981	-0.2468
1382.985	-0.2499
1400.202	-0.2527
1417.633	-0.2554
1435.280	-0.2575
1453.148	-0.2593
1471.238	-0.2602
1489.553	-0.2599
1508.096	-0.2585
1526.870	-0.2558
1545.877	-0.2517
1565.121	-0.2464
1584.605	-0.2398
1604.332	-0.2317
1624.303	-0.2223
1644.524	-0.2116
1664.996	-0.1998
1685.723	-0.1871
1706.708	-0.1741
1727.955	-0.1614
1749.466	-0.1489
1771.244	-0.1364
1793.294	-0.1240
1815.618	-0.1115
1838.221	-0.0986
1861.104	-0.0856
1884.272	-0.0720
1907.729	-0.0579
1931.478	-0.0438
1955.523	-0.0293
1979.866	-0.0140
2004.513	0.0020
2029.467	0.0187
2054.731	0.0357
2080.310	0.0527
2106.207	0.0689
2132.427	0.0847
2158.973	0.0998
2185.849	0.1145
2213.060	0.1288
2240.610	0.1429
2268.503	0.1561
2296.743	0.1684
2325.334	0.1795
2354.282	0.1892
2383.590	0.1986
2413.262	0.2085
2443.305	0.2185
2473.721	0.2290
2504.515	0.2400
2535.693	0.2516
2567.260	0.2633
2599.219	0.2750
2631.576	0.2867
2664.335	0.2986
2697.503	0.3109
2731.084	0.3238
2765.082	0.3375
2799.504	0.3520
2834.354	0.3671
2869.638	0.3832
2905.362	0.3995
2941.530	0.4164
2978.148	0.4342
3015.222	0.4526
3052.758	0.4715
3090.761	0.4907
3129.237	0.5101
3168.192	0.5297
3207.632	0.5492
3247.563	0.5685
3287.991	0.5873
3328.923	0.6064
3370.364	0.6258
3412.320	0.6462
3454.799	0.6680
3497.807	0.6917
3541.351	0.7175
3585.436	0.7449
3630.070	0.7735
3675.260	0.8031
3721.012	0.8333
3767.334	0.8645
3814.233	0.8969
3861.715	0.9301
3909.789	0.9646
3958.460	0.9995
4007.738	1.0343
4057.630	1.0691
4108.142	1.1034
4159.283	1.1379
4211.061	1.1726
4263.483	1.2076
4316.559	1.2430
4370.294	1.2789
4424.699	1.3152
4479.781	1.3519
4535.548	1.3887
4592.010	1.4252
4649.175	1.4614
4707.051	1.4973
4765.648	1.5328
4824.975	1.5680
4885.039	1.6014
4945.852	1.6345
5007.421	1.6680
5069.757	1.7021
5132.870	1.7360
5196.768	1.7689
5261.460	1.8016
5326.959	1.8338
5393.273	1.8652
5460.413	1.8952
5528.388	1.9238
5597.209	1.9506
5666.887	1.9752
5737.433	1.9975
5808.857	2.0181
5881.169	2.0369
5954.383	2.0542
6028.507	2.0706
6103.555	2.0864
6179.536	2.1019
6256.464	2.1174
6334.349	2.1335
6413.204	2.1506
6493.040	2.1687
6573.870	2.1875
6655.706	2.2073
6738.562	2.2278
6822.448	2.2483
6907.379	2.2683
6993.367	2.2871
7080.426	2.3028
7168.568	2.3129
7257.808	2.3136
7348.158	2.3045
7439.633	2.2854
7532.248	2.2573
7626.015	2.2220
7720.949	2.1830
7817.065	2.1413
7914.377	2.0974
8012.901	2.0509
8112.652	2.0003
8213.645	1.9451
8315.894	1.8819
8419.416	1.8099
8524.228	1.7308
8630.343	1.6457
8737.780	1.5559
8846.555	1.4625
8956.683	1.3662
9068.182	1.2675
9181.069	1.1669
9295.362	1.0647
9411.078	0.9612
9528.233	0.8560
9646.849	0.7484
9766.939	0.6371
9888.525	0.5223
10011.625	0.4039
10136.257	0.2815
10262.440	0.1556
10390.195	0.0276
10519.540	-0.1039
10650.495	-0.2389
10783.080	-0.3773
10917.316	-0.5195
11053.223	-0.6655
11190.821	-0.8155
11330.133	-0.9690
11471.179	-1.1256
11613.980	-1.2843
11758.561	-1.4434
11904.939	-1.6004
12053.141	-1.7517
12203.188	-1.8960
12355.102	-2.0335
12508.907	-2.1659
12664.627	-2.2949
12822.286	-2.4230
12981.907	-2.5512
13143.516	-2.6802
13307.136	-2.8104
13472.793	-2.9409
13640.512	-3.0698
13810.319	-3.1944
13982.240	-3.3147
14156.302	-3.4322
14332.529	-3.5474
14510.951	-3.6614
14691.595	-3.7745
14874.486	-3.8879
15059.655	-4.0019
15247.129	-4.1162
15436.937	-4.2302
15629.106	-4.3439
15823.669	-4.4566
16020.654	-4.5688
16220.091	-4.6800
16422.010	-4.7897
16626.443	-4.8979
16833.422	-5.0045
17042.977	-5.1094
17255.141	-5.2112
17469.945	-5.3089
17687.424	-5.4033
17907.609	-5.4924
18130.537	-5.5822
18356.240	-5.6725
18584.752	-5.7635
18816.107	-5.8553
19050.346	-5.9479
19287.498	-6.0410
19527.604	-6.1352
19770.697	-6.2303
20016.816	-6.3262
